ID,RawPractice,Type,Theme,Sub-theme,Sub-sub-theme,GuidelineID,NewGuidelineID,OccurrencyGuideline,,Component,Activity,Fragment,BroadcastReceiver,Service,ContentProvider,Manifest,LayoutXML,JetPack
20,"[GOOD] Network connectivity should be handled with care, local caching through error handling.",G,GEN,CONN,,GEN4,Gen8,7,"Locally cache data for supporting offline-first experience
",,,,,,,,,
132,"By relying on our current implementation in this situation, we need to fetch the data again from the network. This refetching process isn't just a bad user experience; it's also wasteful because it consumes valuable mobile data. You could fix this issue by caching the web requests, but that creates a key new problem: What happens if the same user data shows up from another type of request, such as fetching a list of friends? The app would show inconsistent data, which is confusing at best. The proper way to handle this situation is to use a persistent model. This is where the Room persistence library comes to the rescue.",M,MVVM,M,"LDBN,SST",,"Gen8, MVVM2",7,"Locally cache data for supporting offline-first experience
","Presenter should be stateless. Presenter's lifecycle should follow the lifecycle of the View, but not replicating the complexity of Android's components lifecycles.",,,,,,,,
100,"Most modern Android apps maintain a synchronization between local database and the web service, this is super useful for users which helps in using the app even if the device is offline. This is something which users have started to nowadays expect in apps. It [the model] states to first fetch the data from local database; if the data doesn’t exist then make the required network call based upon the “should fetch” condition and then save the fetched data into the local database on response.",G,MVVM,M,LDBN,,Gen8,7,"Locally cache data for supporting offline-first experience
",local DB first then network.,,,,,,,,
21,"[GOOD] Power management, graceful failing, retry when server fails, incremental pinging when server is unresponsive, bundled updates of various app to avoid constant throttling in background.",G,GEN,EN,,GEN4,Gen8,7,"Locally cache data for supporting offline-first experience
",,,,,,,,,
3,"Do not use concrete classes but interfaces, which are more easy to change",M,GEN,DEV,,GEN9,Gen9,6,Use exclusively interfaces to let app modules communicate. This protects the structure and helps defining a clear responsibility for each module.,,,,,,,,,
93,"Expose as little as possible from each module. Don't be tempted to create just that one shortcut that exposes an internal implementation detail from one module. You might gain a bit of time in the short term, but you then incur technical debt many times over as your codebase evolves.",G,GEN,INTER,INT,GEN9,Gen9,6,Use exclusively interfaces to let app modules communicate. This protects the structure and helps defining a clear responsibility for each module.,,,,,,,,,
147,"I started to use interfaces for linking the modules together. That way, they can’t access methods other than the ones declared on the interface. This protects the structure and helps defining a clear responsibility for each module, avoiding developer mistakes like putting the logic in the wrong place.",G,GEN,INTER,INT,GEN9,Gen9,6,Use exclusively interfaces to let app modules communicate. This protects the structure and helps defining a clear responsibility for each module.,,,,,,,,,
69,Fragments should rarely have a callback to parent Fragments but if necessary the callback can be implemented with interfaces.,M,GEN,,,"GEN9, GEN3",Gen9,6,"Use exclusively interfaces to let app modules communicate. This protects the structure and helps defining a clear responsibility for each module. Avoid nested callbacks (aka ""callback hell""). Approximatively, more than 2 levels of callbacks are considered to reduce maintainability and understendability. This problem is usually fixed by adopting RxJava.",GEN,69,Fragments should rarely have a callback to parent Fragments but if necessary the callback can be implemented with interfaces.,M,GEN,,,,
68,To keep components loosely coupled it is recommended to ensure communication between Controllers and Activity via interfaces.,G,GEN,,,GEN9,Gen9,6,,,,,,,,,,
142,"Components have explicitly defined inputs. A component takes all its inputs via the constructor. Specifying, the necessary inputs in the constructor ensures some compile time safety by guaranteeing that we have all values available before creating the Component. Another advantage of explicit inputs is that during testing we can mock these dependencies easily and test the component in isolation.",G,GEN,INTRA,INT,"GEN9, GEN16",Gen9,6,Use exclusively interfaces to let app modules communicate. This protects the structure and helps defining a clear responsibility for each module.,,,,,,,,,
8,"Too many callbacks, such as 2 depth levels of callbacks are hard to read",G,GEN,CALL,,GEN3,Gen10,5,"Avoid nested callbacks (aka ""callback hell""). Approximatively, more than 2 levels of callbacks are considered to reduce maintainability and understendability. This problem is usually fixed by adopting RxJava.",,,,,,,,,
144,"No more jumping between callbacks. In this example app, coroutines also completely removed the need of using RxJava. Functions with suspendable points are easier to read and understand than some RxJava operator chains — these chains can quickly become too functional (Having said that, I don’t think that RxJava can be replaced with coroutines in every use case. Observables give us a different kind of expressiveness that can not be mapped one to one to suspendable functions. In particular once constructed observable operator chain allow many events to flow through it, while a suspendable point resumes only once per invocation)",M,GEN,CALL,,GEN3,Gen10,5,"Avoid nested callbacks (aka ""callback hell""). Approximatively, more than 2 levels of callbacks are considered to reduce maintainability and understendability. This problem is usually fixed by adopting RxJava.",,,,,,,,,
149,"Another common case is when the loadPosts() method takes a parameter that needs to be fetched from somewhere else, for example an email address provided by the Play Services SDK. It’s likely that the SDK will return the email asynchronously using a callback, meaning that we now have three levels of nested callbacks. If we keep adding complexity, this approach will result into what is known as callback hell.",B,MVP,M,CALL,GEN3,Gen10,5,"Avoid nested callbacks (aka ""callback hell""). Approximatively, more than 2 levels of callbacks are considered to reduce maintainability and understendability. This problem is usually fixed by adopting RxJava.",,,,,,,,,
192,"Simplified asynchronous tasks: java threads and futures are complex to manipulate and synchronize if more than one single level of asynchronous execution is required, so by using schedulers we can jump between background and main thread in an easy way (with no extra effort), especially when we need to update the UI. We also avoid what we call a “callback hell”, which makes our code unreadable and hard to follow up.",M,GEN,CALL,,GEN3,Gen10,5,"Avoid nested callbacks (aka ""callback hell""). Approximatively, more than 2 levels of callbacks are considered to reduce maintainability and understendability. This problem is usually fixed by adopting RxJava.",,,,,,,,,
13,Variable and function names should be meaningful.,G,GEN,PKG,,GEN21,Gen11,4,Employ well-defined and accepted coding standards (helps in code understandability and maintainability).,,,,,,,,,
31,[BAD] Naming patterns should be used consistently and with sense.,B,GEN,PKG,,GEN21,Gen11,4,Employ well-defined and accepted coding standards (helps in code understandability and maintainability).,,,,,,,,,
173,"For God’s Sake, Maintain Proper Coding Standards. If you compare coding with writing, then coding standards is like your handwriting. As you would be reading more of others code, other people will also be reading a lot of your code and you don’t want to scare the shit out of them, do you? And if you are working in an organization and collaborating with other developers heavily, do take special care about it. Write short, clean and readable code that YOU and people reading your code would enjoy thoroughly. Your code should read like a story.",M,GEN,PKG,,GEN21,Gen11,4,Employ well-defined and accepted coding standards (helps in code understandability and maintainability).,,,,,,,,,
196,Organize your build logic (Gradle) and group stuff by functionality in separate gradle build files.,G,GEN,PKG,,GEN21,Gen11,4,"Design components as independent entities as possibile, build them around the business domain (features of the app) and make them Android-independent",,,,,,,,,
12,"DataStorage, if put into a dedicated submodule it is easier to maintain.",G,GEN,DATA,,GEN5,Gen12,3,Use a dedicated module to persist as much relevant data as possible. This data source should be the single source of truth driving the UI.,,,,,,,,,
97,"Assign one data source to be the single source of truth. Whenever your app needs to access this piece of data, it should always originate from this single source of truth.",G,GEN,DATA,,GEN5,Gen12,3,Use a dedicated module to persist as much relevant data as possible. This data source should be the single source of truth driving the UI.,,,,,,,,,
101,"Remember, your UI should always reflect based on the data in the database.",G,GEN,DATA,,GEN5,Gen12,3,Use a dedicated module to persist as much relevant data as possible. This data source should be the single source of truth driving the UI.,,,,,,,,,
91,"Avoid designating your app's entry points—such as activities, services, and broadcast receivers—as sources of data. Instead, they should only coordinate with other components to retrieve the subset of data that is relevant to that entry point. Each app component is rather shortlived, depending on the user's interaction with their device and the overall current health of the system.",M,GEN,"INTRA,INTER",INT,GEN19,Gen13,3,"Design Android components (e.g., Activities and Services) by taking into consideration their lifecycle (also with respect to other components) and as shortlived entities, so to take into consideration user's interaction and system's demands.",,x,x,x,,,,,
134,"Observing changes to data across multiple components of your app can create explicit, rigid dependency paths between the components. This makes testing and debugging, among other things, difficult. To avoid these problems, use LiveData, which is a lifecycle library class for data observation.",B,GEN,INTER,DEP,GEN19,Gen13,3,"Design Android components (e.g., Activities and Services) by taking into consideration their lifecycle (also with respect to other components) and as shortlived entities, so to take into consideration user's interaction and system's demands.",,,,,,,,,
137,"A common pattern is to implement the actions of the dependent components in the lifecycle methods of activities and fragments. However, once you have multiple components, using this pattern leads to poor code organization and a proliferation of errors, such as possible race conditions. Lifecycleaware components perform actions in response to a change in the lifecycle status of another component. For example, a listener could start and stop itself in response to an activity starting and stopping. This results in code that is better organized, usually shorter, and always easier to maintain.",M,GEN,INTER,DEP,GEN19,Gen13,3,"Design Android components (e.g., Activities and Services) by taking into consideration their lifecycle (also with respect to other components) and as shortlived entities, so to take into consideration user's interaction and system's demands.",,x,x,,,,,,
50,Background tasks should not run forever,B,GEN,DEV,,GEN18,Gen14,1,"Have special care of background tasks, specially according to the apps' lifecycle.",,,,,x,,,,
60,"Permission use within apps is consistent, meaning that any component of an app that has a permission must be declared also at the app level. This constraint is defined for each application group.",G,GEN,,,GEN22,Gen15,1,Use permissions consistently. Every component of an app that has a permission must be declared also at the app level.,G,GEN,60,"Permission use within apps is consistent, meaning that any component of an app that has a permission must be declared also at the app level. This constraint is defined for each application group.",G,GEN,,,
